1 qid:10 1:0.031310 2:0.666667 3:0.500000 4:0.166667 5:0.033206 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.023327 12:0.641157 13:0.498951 14:0.323153 15:0.026674 16:0.029246 17:0.500000 18:0.222222 19:0.111111 20:0.029398 21:0.689128 22:0.636228 23:0.869764 24:0.716400 25:0.725186 26:0.554961 27:0.695985 28:0.504060 29:0.602946 30:0.679534 31:0.730286 32:0.687414 33:0.529688 34:0.436996 35:0.643739 36:0.372337 37:0.646890 38:0.686107 39:0.823908 40:0.750092 41:0.385426 42:0.923077 43:0.086207 44:0.333333 45:0.448276 46:0.000000 #docid = GX000-24-12369390 inc = 0.600318836372593 prob = 0.416367
0 qid:10 1:0.001634 2:0.000000 3:0.500000 4:0.000000 5:0.002177 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.003869 12:0.000000 13:0.623484 14:0.000000 15:0.005527 16:0.002188 17:0.000000 18:0.833333 19:0.444444 20:0.002542 21:0.949223 22:0.452386 23:0.464068 24:0.562241 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.319778 30:0.654337 31:0.889153 32:0.706626 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.939645 38:0.577392 39:0.512464 40:0.627241 41:0.000000 42:0.000000 43:0.000000 44:0.833333 45:0.908046 46:0.000000 #docid = GX235-13-6960344 inc = 1 prob = 0.0415974
1 qid:10 1:0.004901 2:0.000000 3:0.500000 4:0.333333 5:0.005988 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.005785 12:0.000000 13:0.623484 14:0.351114 15:0.008896 16:0.003758 17:0.000000 18:0.111111 19:0.333333 20:0.003780 21:0.761879 22:0.726615 23:0.535326 24:0.872094 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:1.000000 30:1.000000 31:0.894896 32:0.933333 33:0.352022 34:0.131372 35:0.079660 36:0.068825 37:0.826589 38:0.864528 39:0.625930 40:0.900764 41:0.022267 42:0.076923 43:0.000000 44:0.833333 45:0.540230 46:0.000000 #docid = GX235-84-0891544 inc = 1 prob = 0.567746
1 qid:10 1:0.030493 2:0.166667 3:0.000000 4:0.000000 5:0.030757 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.008979 12:0.174635 13:0.000000 14:0.000000 15:0.009592 16:0.045184 17:0.875000 18:0.000000 19:0.277778 20:0.045446 21:0.714737 22:0.545995 23:0.846720 24:0.625178 25:0.146627 26:0.125071 27:0.183149 28:0.108920 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.674665 38:0.619200 39:0.789026 40:0.677407 41:0.090971 42:0.076923 43:0.000000 44:0.333333 45:0.275862 46:0.000000 #docid = GX236-05-0163071 inc = 1 prob = 0.348356
1 qid:10 1:0.034032 2:0.166667 3:0.000000 4:0.000000 5:0.034295 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.012929 12:0.174635 13:0.000000 14:0.000000 15:0.013551 16:0.057011 17:0.875000 18:0.000000 19:0.333333 20:0.057293 21:0.717650 22:0.525429 23:0.859368 24:0.601391 25:0.146627 26:0.125071 27:0.183149 28:0.108920 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.675811 38:0.604998 39:0.798733 40:0.659800 41:0.090971 42:0.076923 43:0.000000 44:0.333333 45:0.321839 46:0.000000 #docid = GX236-56-7623480 inc = 0.600318836372593 prob = 0.595684
0 qid:10 1:0.042472 2:0.000000 3:0.250000 4:0.333333 5:0.043277 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.002452 12:0.000000 13:0.250524 14:0.351114 15:0.004359 16:0.039614 17:0.187500 18:0.277778 19:0.388889 20:0.039787 21:0.614218 22:0.656616 23:0.899655 24:0.706612 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.269514 30:0.238660 31:0.164609 32:0.186706 33:0.342052 34:0.126557 35:0.079364 36:0.062856 37:0.586014 38:0.696805 39:0.849536 40:0.741155 41:0.027541 42:0.076923 43:0.022989 44:0.833333 45:0.517241 46:0.000000 #docid = GX236-70-4445188 inc = 0.600318836372593 prob = 0.170566
1 qid:10 1:0.019603 2:0.166667 3:0.000000 4:0.000000 5:0.019869 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.005038 12:0.174635 13:0.000000 14:0.000000 15:0.005686 16:0.026372 17:0.187500 18:0.000000 19:0.277778 20:0.026392 21:0.706524 22:0.583880 23:0.765796 24:0.658421 25:0.435240 26:0.255829 27:0.187800 28:0.176684 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.671850 38:0.648051 39:0.721180 40:0.704325 41:0.090971 42:0.076923 43:0.000000 44:0.333333 45:0.298851 46:0.000000 #docid = GX240-44-0677375 inc = 1 prob = 0.293098
1 qid:10 1:0.005445 2:0.000000 3:0.500000 4:0.000000 5:0.005988 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.003734 12:0.000000 13:0.376516 14:0.000000 15:0.004341 16:0.005571 17:0.000000 18:0.666667 19:0.222222 20:0.005769 21:0.362424 22:0.000000 23:0.081809 24:0.118278 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.229069 30:0.299473 31:0.174759 32:0.392667 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.338041 38:0.270001 39:0.094746 40:0.315409 41:0.000000 42:0.000000 43:0.000000 44:0.333333 45:0.252874 46:0.000000 #docid = GX241-65-9737647 inc = 1 prob = 0.10377
0 qid:10 1:0.145930 2:0.000000 3:0.000000 4:0.000000 5:0.145890 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.063675 12:0.000000 13:0.000000 14:0.000000 15:0.063034 16:0.168115 17:0.250000 18:0.388889 19:0.277778 20:0.168299 21:0.503875 22:0.461578 23:0.937116 24:0.569965 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.468590 38:0.561660 39:0.865333 40:0.635357 41:1.000000 42:0.230769 43:0.017241 44:0.500000 45:0.275862 46:0.000000 #docid = GX244-14-14949084 inc = 1 prob = 0.126633
0 qid:10 1:0.000000 2:0.000000 3:0.000000 4:0.000000 5:0.000000 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000000 12:0.000000 13:0.000000 14:0.000000 15:0.000000 16:0.000000 17:0.125000 18:0.000000 19:0.277778 20:0.000000 21:0.000000 22:0.000000 23:0.000000 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.000000 38:0.000000 39:0.000000 40:0.000000 41:0.014820 42:0.076923 43:0.000000 44:0.500000 45:0.275862 46:0.000000 #docid = GX244-34-9828671 inc = 1 prob = 0.107432
1 qid:10 1:0.002450 2:0.333333 3:0.000000 4:0.000000 5:0.002994 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.001720 12:0.401239 13:0.000000 14:0.000000 15:0.003352 16:0.002100 17:0.312500 18:0.388889 19:0.333333 20:0.002343 21:0.720758 22:0.576602 23:0.339286 24:0.842249 25:0.736441 26:0.722346 27:0.731888 28:0.623940 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.798748 38:0.744161 39:0.451674 40:0.847881 41:0.006704 42:0.076923 43:0.005747 44:0.500000 45:0.505747 46:0.000000 #docid = GX245-45-11247394 inc = 1 prob = 0.426564
1 qid:10 1:0.043017 2:0.000000 3:0.000000 4:0.000000 5:0.043005 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.013542 12:0.000000 13:0.000000 14:0.000000 15:0.013386 16:0.074828 17:0.062500 18:0.111111 19:0.333333 20:0.074866 21:0.690137 22:0.492185 23:0.868088 24:0.581591 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.645664 38:0.580568 39:0.800917 40:0.643259 41:0.000644 42:0.076923 43:0.000000 44:0.666667 45:0.425287 46:0.000000 #docid = GX246-77-3313056 inc = 1 prob = 0.527202
0 qid:10 1:0.044922 2:0.000000 3:0.000000 4:0.000000 5:0.044910 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.004516 12:0.000000 13:0.000000 14:0.000000 15:0.004233 16:0.063311 17:0.062500 18:0.555556 19:0.166667 20:0.063460 21:0.593158 22:0.496848 23:0.838170 24:0.589584 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.554631 38:0.582699 39:0.772964 40:0.648347 41:0.022629 42:0.076923 43:0.005747 44:0.500000 45:0.367816 46:0.000000 #docid = GX247-94-13843197 inc = 0.173354788628914 prob = 0.155585
0 qid:10 1:0.103730 2:0.000000 3:0.500000 4:0.000000 5:0.104246 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.034197 12:0.000000 13:0.376516 14:0.000000 15:0.034254 16:0.114176 17:0.375000 18:0.611111 19:0.388889 20:0.114542 21:0.443321 22:0.381847 23:0.842626 24:0.538778 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.244228 30:0.311204 31:0.175200 32:0.402406 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.411654 38:0.511375 39:0.779994 40:0.613536 41:0.319047 42:0.153846 43:1.000000 44:0.666667 45:0.413793 46:0.000000 #docid = GX249-47-15690751 inc = 0.1672234232402 prob = 0.15201
1 qid:10 1:0.001906 2:0.000000 3:0.500000 4:0.000000 5:0.002450 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.003757 12:0.000000 13:0.623484 14:0.000000 15:0.005412 16:0.002387 17:0.000000 18:0.388889 19:0.444444 20:0.002564 21:0.926876 22:0.574369 23:0.470585 24:0.618415 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.550012 30:0.813766 31:0.892683 32:0.792370 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.924080 38:0.673890 39:0.520710 40:0.681753 41:0.000000 42:0.000000 43:0.000000 44:0.833333 45:0.896552 46:0.000000 #docid = GX251-00-2936611 inc = 1 prob = 0.156138
0 qid:10 1:0.036210 2:0.166667 3:0.000000 4:0.000000 5:0.036473 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.041457 12:0.174635 13:0.000000 14:0.000000 15:0.042218 16:0.042244 17:0.312500 18:0.000000 19:0.277778 20:0.042307 21:0.591323 22:0.481322 23:0.819617 24:0.607874 25:0.320529 26:0.222466 27:0.186953 28:0.154210 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.549451 38:0.573850 39:0.756870 40:0.662080 41:0.069342 42:0.153846 43:0.000000 44:0.500000 45:0.379310 46:0.000000 #docid = GX253-98-16418961 inc = 0.165904710473544 prob = 0.151305
1 qid:10 1:0.005173 2:0.000000 3:0.250000 4:0.000000 5:0.005444 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.007818 12:0.000000 13:0.372959 14:0.000000 15:0.008751 16:0.004045 17:0.125000 18:0.388889 19:0.388889 20:0.004244 21:0.968521 22:0.943217 23:0.714005 24:0.929302 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.329010 30:0.440346 31:0.715716 32:0.339313 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.913974 38:0.855779 39:0.682255 40:0.879182 41:0.004492 42:0.076923 43:0.063218 44:0.666667 45:0.367816 46:0.000000 #docid = GX255-90-2527819 inc = 1 prob = 0.44236
0 qid:10 1:0.000545 2:0.000000 3:0.000000 4:0.000000 5:0.000544 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.001621 12:0.000000 13:0.000000 14:0.000000 15:0.001634 16:0.000354 17:0.000000 18:0.000000 19:0.111111 20:0.000243 21:0.853804 22:0.588143 23:0.236247 24:0.532081 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.784232 38:0.579345 39:0.217697 40:0.556259 41:0.202903 42:0.076923 43:0.000000 44:0.333333 45:0.252874 46:0.000000 #docid = GX257-26-0585464 inc = 1 prob = 0.150993
0 qid:10 1:0.042200 2:0.333333 3:0.000000 4:0.166667 5:0.043005 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.017896 12:0.453208 13:0.000000 14:0.323153 15:0.020543 16:0.049119 17:0.437500 18:0.000000 19:0.333333 20:0.049247 21:0.637785 22:0.537645 23:0.861673 24:0.634566 25:0.557912 26:0.399736 27:0.670371 28:0.259767 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.444886 34:0.401894 35:0.642551 36:0.341324 37:0.602964 38:0.616363 39:0.806877 40:0.686180 41:0.108190 42:0.230769 43:0.000000 44:0.500000 45:0.494253 46:0.000000 #docid = GX261-90-2024545 inc = 0.600318836372593 prob = 0.451932
1 qid:10 1:0.041383 2:0.000000 3:0.000000 4:0.000000 5:0.041372 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.023655 12:0.000000 13:0.000000 14:0.000000 15:0.023616 16:0.077812 17:0.500000 18:0.000000 19:0.277778 20:0.077938 21:0.760183 22:0.511900 23:0.902643 24:0.593670 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.709900 38:0.592725 39:0.831939 40:0.651592 41:0.013013 42:0.076923 43:0.000000 44:0.500000 45:0.321839 46:0.000000 #docid = GX265-53-7328411 inc = 1 prob = 0.416294
0 qid:10 1:0.378437 2:0.000000 3:0.000000 4:0.166667 5:0.378606 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.217339 12:0.000000 13:0.000000 14:0.175557 15:0.216683 16:0.589230 17:0.062500 18:0.000000 19:0.388889 20:0.589200 21:0.492734 22:0.344993 23:0.868970 24:0.483260 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.232389 34:0.033326 35:0.000889 36:0.015306 37:0.458843 38:0.488360 39:0.804730 40:0.574136 41:0.004362 42:0.076923 43:0.000000 44:0.833333 45:0.632184 46:0.000000 #docid = GX265-75-3480431 inc = 0.600208770311992 prob = 0.226724
0 qid:10 1:0.591887 2:0.000000 3:0.000000 4:0.166667 5:0.591998 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.410296 12:0.000000 13:0.000000 14:0.175557 15:0.409341 16:0.851604 17:0.062500 18:0.000000 19:0.388889 20:0.851551 21:0.481544 22:0.344925 23:0.879188 24:0.484188 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.232389 34:0.033326 35:0.000889 36:0.015306 37:0.447421 38:0.488319 39:0.814124 40:0.574771 41:0.004362 42:0.076923 43:0.000000 44:0.833333 45:0.632184 46:0.000000 #docid = GX266-39-14413678 inc = 0.600318836372593 prob = 0.240162
0 qid:10 1:0.324258 2:0.000000 3:0.000000 4:0.166667 5:0.324442 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.149767 12:0.000000 13:0.000000 14:0.175557 15:0.149029 16:0.350045 17:0.437500 18:0.000000 19:0.388889 20:0.350169 21:0.416529 22:0.323970 23:0.850938 24:0.483859 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.232389 34:0.033326 35:0.000889 36:0.015306 37:0.385321 38:0.474757 39:0.787955 40:0.574509 41:0.003027 42:0.153846 43:0.000000 44:0.500000 45:0.471264 46:0.000000 #docid = GX266-80-0611649 inc = 0.600317449434419 prob = 0.226236
0 qid:10 1:0.371086 2:0.000000 3:0.000000 4:0.166667 5:0.371257 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.354636 12:0.000000 13:0.000000 14:0.175557 15:0.355050 16:0.534054 17:0.062500 18:0.000000 19:0.388889 20:0.534029 21:0.484642 22:0.330246 23:0.855164 24:0.476437 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.232389 34:0.033326 35:0.000889 36:0.015306 37:0.449622 38:0.478917 39:0.791953 40:0.569209 41:0.007661 42:0.076923 43:0.000000 44:0.833333 45:0.735632 46:0.000000 #docid = GX269-30-11657056 inc = 0.438683876748722 prob = 0.328667
0 qid:10 1:0.204737 2:0.000000 3:0.000000 4:0.166667 5:0.204954 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.197986 12:0.000000 13:0.000000 14:0.175557 15:0.198559 16:0.287530 17:0.000000 18:0.000000 19:0.333333 20:0.287483 21:0.494735 22:0.356267 23:0.855970 24:0.492246 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.241690 34:0.017797 35:0.001185 36:0.021274 37:0.459183 38:0.495335 39:0.792424 40:0.580506 41:0.000000 42:0.000000 43:0.000000 44:0.500000 45:0.356322 46:0.000000 #docid = GX270-75-16118078 inc = 0.394217018746141 prob = 0.236544
0 qid:10 1:0.111353 2:0.000000 3:0.000000 4:0.166667 5:0.111595 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.116846 12:0.000000 13:0.000000 14:0.175557 15:0.117559 16:0.134138 17:0.062500 18:0.000000 19:0.388889 20:0.134148 21:0.507245 22:0.402797 23:0.871762 24:0.538066 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.232389 34:0.033326 35:0.000889 36:0.015306 37:0.470519 38:0.524804 39:0.806107 40:0.613048 41:0.009464 42:0.076923 43:0.000000 44:0.833333 45:0.735632 46:0.000000 #docid = GX270-91-8646508 inc = 0.600318836372593 prob = 0.230482
0 qid:10 1:1.000000 2:0.000000 3:0.000000 4:0.166667 5:1.000000 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:1.000000 12:0.000000 13:0.000000 14:0.175557 15:1.000000 16:1.000000 17:0.062500 18:0.000000 19:0.555556 20:1.000000 21:0.451568 22:0.357158 23:0.902004 24:0.496039 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.208336 34:0.000000 35:0.000000 36:0.000000 37:0.417029 38:0.496053 39:0.834930 40:0.583195 41:0.005597 42:0.076923 43:0.000000 44:1.000000 45:0.689655 46:0.000000 #docid = GX271-51-4471771 inc = 1 prob = 0.251998
